pid,comment,Sentiment_for_model
3306,@vamsi7  Excellent!!! Big big thanks to you and the team!!,Positive
3309,"@vamsi7 said in [\[New Feature\] Portfolio download](/post/3304): > @ktinvest said in [\[New Feature\] Portfolio download](/post/3295): > > @vamsi7  > > To FS Team, great stuff. Thank you for this. > > I tried the feature and it was seamless. After download, add a filter to it and you can do wonders with the info.  :) >  > Yes absolutely! We will provide a borrower ID column in the downloaded file. Expect it by tomorrow!  For Invoice... it will be the seller? Getting the name of the actual (buyer) name in the invoice is also necessary as the credit exposure lies with them.",Neutral
3310,Great job!!! thank you FS team. just import the csv to spreadsheet with just few clicks. ^_^.,Neutral
3311,"Hi Team FS, new investor here. I've been reading up a fair bit on P2P firms across the globe, and realised that some of them allow for the selling of loan parts (to other investors, subject to demand) for investors' early access to invested funds, further diversification etc.   Given that you have a strong foothold in this space, and having raised Series B recently, just curious if you're considering having such a loan marketplace in the near future?",Neutral
3313,"@ktinvest Nice! Just wondering, how do you use this file? #P2Pnoob",Neutral
3314,Yes I was wondering about this too. Like a secondary market for loans.,Neutral
3318,"This is for desktop website as this is where I use FS the most.  I like how under the portfolio page shows the expected repayments this month and actual repayments this month, but I never quite get how these numbers never tally.  Perhaps it is just to show the 'interest received' but it doesn't show the amount investors get after deducting the service fee. Please consider adding this figure, could be adding another blue box saying ""service fee payable this month (RM)""  I also find it difficult to keep track on which borrower has repaid for the month. In the portfolio page, it shows Actual repayment in a cumulative amount, which is good. Maybe consider adding a column which shows ""Actual repayment this month (RM)"", and better if we can see the service fee for each repayment we received. Because we can't just look at the amount we received, but also the amount deducted.https://crowdfundtalks.com/compose?p=/topic/217/suggestions-on-portfolio-enhancement#",Neutral
3319,"@rajni123 never quite get it, probably just to use as a record. Like any online banking which you can download the csv file. Maybe there are some use to it, but if I don't know what is the use, probably it is useless to me.",Neutral
3320,You can calculate concentration from the file if they eventually put the borrower ID and the name in the invoice.,Neutral
3321,"@rajni123  1. You can view your completed loan easily (via filter) and project your returns from the history. Based on that you can plan how much capital you need to achieve your target. IE: say i want to earn nett interest of SGD100 / month, based on the past history, how much capital i should inject and the types of loans and the # of loans i need.  2. Another data that i monitor is, how much loans that i have invested are short-term(6months) and long-term(>12months). I use this to manage the cash flow and risks. You can filter for this information easily.  3. This missing column which i feedback is on the **borrower ID**. With this information, you can filter the portfolio and see all loans from the same borrower. Then make a 2nd filter on on-going loans and then you can monitor how much outstanding capital that you have invested in this borrower. Use this method to manage your capital concentration on a single borrower.  ![0_1536209289781_pic2.png](/assets/uploads/files/1536209290330-pic2-resized.png)",Neutral
3322,@ishwar-dhanuka I would be interested in participating as Beta testers.,Neutral
3323,I wouldn't mind testing out the enhanced FS app.  Is it applicable for both FSMY and FSSG?,Neutral
3324,"Just wondering.  Since almost everyone use this data on excel, why not make it ""export  to xls"" rather than ""download as csv""?  Will help reduce1step for the users.  Better still,  give both options to ""download as xls"" or ""download as csv"".  Anyway,  thanks guys.  This is a much awaited feature.",Neutral
3325,"Agree with @2387581. Please show ""Net repayment"" because I want to know the exact returns I'm getting after fees. Now I have to drill down each and every note to find this amount.  The funding start / end dates would be helpful too.",Neutral
3326,"@Ishwar-Dhanuka, I would like to try for the mobile apps beta version too. Thanks.",Neutral
3327,@Ishwar-Dhanuka great initiative. Would love to test the new apps.,Positive
3328,"@ktinvest nice, this helps a lot. Thanks for such a detailed explanation. I will try it out. @vamsi7 mentioned that they are adding the borrower id soon, so we can use it after.!",Positive
